Datetime (JST),Seller ID,Brand,Price Range,Pages,Platform,Mode,Output Path
2025/06/03 11:08:44,A36MBKPPG3W1JZ,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/03 11:08:50,A36MBKPPG3W1JZ,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/03 11:08:59,A36MBKPPG3W1JZ,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/03 11:19:36,A36MBKPPG3W1JZ,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/03 11:23:20,A36MBKPPG3W1JZ,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/03 11:23:44,A36MBKPPG3W1JZ,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/03 11:29:42,A36MBKPPG3W1JZ,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/03 12:15:09,A36MBKPPG3W1JZ,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/03 13:16:30,A36MBKPPG3W1JZ,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/03 13:18:11,A36MBKPPG3W1JZ,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/03 13:20:48,,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/03 13:22:33,A36MBKPPG3W1JZ,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/03 14:11:05,A36MBKPPG3W1JZ,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/03 14:11:24,A36MBKPPG3W1JZ,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/03 14:11:26,A36MBKPPG3W1JZ,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/03 14:30:53,A36MBKPPG3W1JZ,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/03 14:44:21,A36MBKPPG3W1JZ,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/03 14:45:38,A2RF55BRGUE5ZY,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/03 14:46:55,A2RF55BRGUE5ZY,Nintendo,0-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/03 14:50:33,A34W9GXSVF1UG1,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/03 14:51:20,A34W9GXSVF1UG1,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
