first_recorded,last_extracted,seller_id,shop_name,review_1m,review_3m,review_12m,review_lifetime,shop_url,hidden,remarks
2025/9/10 16:29,2025/9/10 16:29,A1IGOFDLWNNOVB,City Music Singapore,,,,,https://www.amazon.sg/sp?seller=A1IGOFDLWNNOVB,,
2025/9/10 16:29,2025/9/10 16:29,A2ERXB49U9ZP4S,Tech Vendor SG,,,,,https://www.amazon.sg/sp?seller=A2ERXB49U9ZP4S,,
2025/9/10 16:29,2025/9/10 16:29,A1B3K87LRG29QH,Donny Shop SG,,,,,https://www.amazon.sg/sp?seller=A1B3K87LRG29QH,,
2025/9/10 16:29,2025/9/10 16:29,A1MW6CTFOGHNSM,momocompany,,,,,https://www.amazon.sg/sp?seller=A1MW6CTFOGHNSM,,
2025/9/10 16:29,2025/9/10 16:29,A15OZPW8AU4IL1,SG Computer and Server,,,,,https://www.amazon.sg/sp?seller=A15OZPW8AU4IL1,,
2025/9/10 16:29,2025/9/10 16:29,A2GLFA26XNUFHS,Nestos Shop Ltd,,,,,https://www.amazon.sg/sp?seller=A2GLFA26XNUFHS,,
2025/9/10 16:29,2025/9/10 16:29,A1UN7MX5VUG3YD,Riddhika Ventures,,,,,https://www.amazon.sg/sp?seller=A1UN7MX5VUG3YD,,
2025/9/10 16:29,2025/9/10 16:29,A3RPTIVZLFOUZ5,Cathay Photo,,,,,https://www.amazon.sg/sp?seller=A3RPTIVZLFOUZ5,,
2025/9/10 16:29,2025/9/10 16:29,A3KF48IR3MA3Z,Boss Not Around Sales,,,,,https://www.amazon.sg/sp?seller=A3KF48IR3MA3Z,,
2025/9/10 16:29,2025/9/10 16:29,A3EKDWAAO2TE5M,OneBioShopItaly,,,,,https://www.amazon.sg/sp?seller=A3EKDWAAO2TE5M,,
2025/9/10 16:29,2025/9/10 16:29,A2W1VZ71VT5267,CONG TY TNHH OITA,,,,,https://www.amazon.sg/sp?seller=A2W1VZ71VT5267,,
2025/9/10 16:29,2025/9/10 16:29,A3TYXN42UH8MNJ,Arigatone Fukuoka Japan,,,,,https://www.amazon.sg/sp?seller=A3TYXN42UH8MNJ,,
2025/9/10 16:29,2025/9/10 16:29,A1QS0DPOIHC5MA,The Planet Traveller,,,,,https://www.amazon.sg/sp?seller=A1QS0DPOIHC5MA,,
2025/9/10 16:29,2025/9/10 16:29,AJPWP5PK7YM6M,Hinata Ltd Direct,,,,,https://www.amazon.sg/sp?seller=AJPWP5PK7YM6M,,
2025/9/10 16:29,2025/9/10 16:29,A2IQRFF4OZGJL7,Toy Or Game,,,,,https://www.amazon.sg/sp?seller=A2IQRFF4OZGJL7,,
2025/9/10 16:29,2025/9/10 16:29,AGV6VOY5ZPL5F,Mr.beard,,,,,https://www.amazon.sg/sp?seller=AGV6VOY5ZPL5F,,
2025/9/10 16:29,2025/9/10 16:29,A1AOKBLANABNG9,CARSON SINGAPORE,,,,,https://www.amazon.sg/sp?seller=A1AOKBLANABNG9,,
2025/9/10 16:29,2025/9/10 16:29,A1XI1ER01QWV9X,cigemaysg,,,,,https://www.amazon.sg/sp?seller=A1XI1ER01QWV9X,,
2025/9/10 16:29,2025/9/10 16:29,A3AQ6XWGEB607V,YOUR_STORE_TOK,,,,,https://www.amazon.sg/sp?seller=A3AQ6XWGEB607V,,
2025/9/10 16:29,2025/9/10 16:29,A28O0ZWZC6W3J0,Asd empyreal,,,,,https://www.amazon.sg/sp?seller=A28O0ZWZC6W3J0,,
2025/9/10 16:29,2025/9/10 16:29,A2S1R7HK6IYXEW,LENCENT SG,,,,,https://www.amazon.sg/sp?seller=A2S1R7HK6IYXEW,,
2025/9/10 16:29,2025/9/10 16:29,AOM6F5IDLST02,generationgamessg,,,,,https://www.amazon.sg/sp?seller=AOM6F5IDLST02,,
2025/9/10 16:29,2025/9/10 16:29,A1TMNSP2DHJ0HH,Lilyya Cheen,,,,,https://www.amazon.sg/sp?seller=A1TMNSP2DHJ0HH,,
2025/9/10 16:29,2025/9/10 16:29,A1O4ICJCR1BM5B,Toykar Pte Ltd,,,,,https://www.amazon.sg/sp?seller=A1O4ICJCR1BM5B,,
2025/9/10 16:29,2025/9/10 16:29,A3UI8NE1VFJI7Z,eruon,,,,,https://www.amazon.sg/sp?seller=A3UI8NE1VFJI7Z,,
2025/9/10 16:29,2025/9/10 16:29,A2C2FWCGTDSB0S,ezoneshopSG,,,,,https://www.amazon.sg/sp?seller=A2C2FWCGTDSB0S,,
2025/9/10 16:29,2025/9/10 16:29,A239XPSSGIG6CB,Alpha-E,,,,,https://www.amazon.sg/sp?seller=A239XPSSGIG6CB,,
2025/9/10 16:29,2025/9/10 16:29,A36G8S07P0N8QG,SAGA Life,,,,,https://www.amazon.sg/sp?seller=A36G8S07P0N8QG,,
2025/9/10 16:29,2025/9/10 16:29,A38KB2G0G729E1,Chong Kitchenwares,,,,,https://www.amazon.sg/sp?seller=A38KB2G0G729E1,,
2025/9/10 16:29,2025/9/10 16:29,A27IVJ1WFPEVAU,PKCELL-SG,,,,,https://www.amazon.sg/sp?seller=A27IVJ1WFPEVAU,,
2025/9/10 16:29,2025/9/10 16:29,A1GEIZ5XDG4RP2,CW Watches,,,,,https://www.amazon.sg/sp?seller=A1GEIZ5XDG4RP2,,
2025/9/10 16:29,2025/9/10 16:29,A2GWG56WN8K6UJ,MyToolsForYou,,,,,https://www.amazon.sg/sp?seller=A2GWG56WN8K6UJ,,
2025/9/10 16:29,2025/9/10 16:29,A26ZJDBFZ8LFWB,Watsons Personal Care Stores Pte Ltd,,,,,https://www.amazon.sg/sp?seller=A26ZJDBFZ8LFWB,,
2026/4/7 16:29,2026/4/7 16:29,A3UEK3VBJ6ADB7,botuku-Japan,,,,,,,
2026/4/7 16:29,2026/4/7 16:29,A1YKPOZG28EHWI,kurushop,,,,,,,
2026/4/22 16:29,2026/4/22 16:29,A6PVCWOL6UP6Z,Yuhrakudoh - dilect delivery from Japan -,,,,,,,
